"Tipo","Clase","Nombre","Autor","Año","Colección","Estado","Presta","Comunidad","ID","Tel"
"literatura universal","Salud","Nuestro bienestar","luis Alejandro Salas L","1987","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","agropecuaria","Nuestros equinos/ libro 8","Luis Angel Alzate M","1978","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Nueva Constitucion Politca de Colombia","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Nueva Constitucion Politca de Colombia- 1991","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"libro","informatica","nueva enciclopedia en micro computacion","Corporativo","1997","general","Disponible","Name","Comunity","Number","Number"
"libro","informatica","nueva enciclopedia en micro computacion","Corporativo","1997","general","Disponible","Name","Comunity","Number","Number"
"libro","informatica","nueva enciclopedia en micro computacion","Corporativo","1997","general","Disponible","Name","Comunity","Number","Number"
"libro","informatica","nueva enciclopedia en micro computacion","Corporativo","1997","general","Disponible","Name","Comunity","Number","Number"
"libro","informatica","nueva enciclopedia en micro computacion","Corporativo","1997","general","Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","nueva fontana","historia de karen","1977","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Nueva reforma tributaria ley 788 de 2002/ edicion actualizada a�?o 2003","Corporativo","2003","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","nueva visita en un mundo feliz","aldous huxley","1985","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Nuevo dialogo de la lengua","Celedonio Serrano Martinez","1968","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","Filosofia","Nuevo testamento","Corporativo","1980","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Nuevos rumbos del teatro","Corporativo","1974","general","Disponible","Name","Comunity","Number","Number"
"revista/ coleccionable","C. sociales","NUKAK serie grupos etnicos de colombia","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"revista/ coleccionable","C. sociales","NUKAK serie grupos etnicos de colombia","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"revista/ coleccionable","C. sociales","NUKAK serie grupos etnicos de colombia","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Numeritos B/ matematicas preescolar","Carlos Ortiz Villamizar","2007","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Numeros enteros","Corporativo","1982","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Numeros reales","Corporativo","1982","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Numeros y formas/ 2 libro","Juan A Viedma","1964","general","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","numeros y palabritas y otras locuras loquitas","luis dario bernal pinilla","2009","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","Salud","Nutricion","DNP","1979","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","obedientes y traviesos","Eva Melgar",NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Obras completas","Tomas Carrasquilla","1958","general","Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","obras inmortales","fedor dostoyervski","1969","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Obras selectas: Abel Carbonell","Ramiro Carranza Coronado","1981","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Obras selectas: Abel Carbonell","Ramiro Carranza Coronado","1981","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","obras.. caminos del hombre en la literatura","otto morales benitez","1998","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. naturales","Observemos la naturaleza","Pino del Campo, Alfonso Sanchez","1961","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia de la agricultura y la ganaderia","agropecuaria","oceano centrum",NA,NA,"general","Disponible","Name","Comunity","Number","Number"
"revista/ coleccionable","N/A","Official Directory 1965-1966","Corporativo","1965","general","Disponible","Name","Comunity","Number","Number"
"libro","C. naturales","olimpiadas C. C. naturaless 7","diana lineth parga lozano","2000","general","Disponible","Name","Comunity","Number","Number"
"libro","C. naturales","olimpiadas C. C. naturaless 7","diana lineth parga lozano","2000","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","oliver twist","charles dicken","2010",NA,"Disponible","Name","Comunity","Number","Number"
"libro","castellano","oliver twist","chasles dinkens","2007","Infantil","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","On your way/ workbook 6","Cheryl Pavlik","1989","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","One, Two..Ten! Ingles basico 9","Corporativo","1992","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","ordenanza numero 018","Corporativo","1971","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. naturales","Organica basica","Jairo Correa",NA,"general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Organizaci�?n del hogar 8","Ana Maria Calera","1969","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Organizaci�?n escolar","L. Jimenez Coria","1970","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","Organizaci�?n escolar","Yesid Jimenez Pe�?uela","1987","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","agropecuaria","Orientacion cooperativa/ libro 38","Pablo Jose Torres G","1978","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","Ortografia padagogica moderna","Nicolas Gaviria",NA,"general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","otra vuelta de tuerca","Henry James","2005","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","otra vuelta de tuerca","Henry James","2005","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","otra vuelta de tuerca","Henry James","2005","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","otra vuelta de tuerca","Henry James","2005","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","otra vuelta de tuerca","Henry James","2005","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Otto de Greiff: 90 a�?os","Instituto colombiano de cultura","1993","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Paguinas sobre Sonson","Corporativo","1973","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","Paisajes/ geografia universal","Corporativo","1984","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","palabras en im�?genes","Nathalie belineau","2003","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","palabras en la puerta","mario hernan lopez becerra","2009","general","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","paleta de diez colores","fernando del paso","1992","Infantil","Disponible","Name","Comunity","Number","Number"
"Texto guia","agropecuaria","Palmas","Fedepalma","1985","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","para antes del olvido","tomas gonzales","1950","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","Filosofia","Para encontrar la paz","Comité ejecutivo de la paz de Cristo por los caminos","1986","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Paralelas cortadas por una transversal","Corporativo","1982","general","Disponible","Name","Comunity","Number","Number"
"diccionario enciclopedico","castellano","park port","Corporativo","1976","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","Passapot 1","Ines Fauchey","2004","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","Passapot 2","Beatriz Maafs Molina","2004","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","Passapot 3","Azucena Sanchez de la Barquera","2004","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","agropecuaria","Pastos para corte y pastoreo/ libro 53","Jose Bernal y Gerardo Moreno","1978","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Pedagogia circumescolar","Humberto Angel R",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","Pedagogia y didactica de la lengua castellana","UCM","2000","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Pensemos 10","Fabio Garcia Ortiz","1989","general","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","peque�?os vagabundos","gianni rodari","2016","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","perfiles del dia antes","carlos fernando giraldo angel","2002","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Perfiles regionales","fundacion social regional eje cafetero","1998","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Perimetro de los poligonos","Corporativo","1982","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Periodismo, semillas y reflejos","J. Lilian",NA,"general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","Periquin y la bruja curuja","A. R Almodovar",NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","Periquin y la bruja curuja","A. R Almodovar",NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"cartilla","C. sociales","perspectivas populares sobre la construccion de la paz en los territorios","planeta paz",NA,NA,"Disponible","Name","Comunity","Number","Number"
"Libro","castellano","Pescadito","Sanne te Loo","2007","Infantil","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Peso, masa, y densidad especifica","Corporativo","1982","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","peter pan","sin nombre","2001","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Pinabete","Juan Antonio de laiglesia","1992","general","Disponible","Name","Comunity","Number","Number"
